camera_motion,video,group,snippet,length,sum,target test length,test set,tmp,actual test length,total target test,actual total test
FALSE,test/test_video_0008.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_214.mp4,140,,,FALSE,0,,,
FALSE,test/test_video_0008.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_215.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0008.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_216.mp4,240,,,FALSE,0,,,
FALSE,test/test_video_0008.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_217.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0008.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_218.mp4,80,,,TRUE,80,,,
FALSE,test/test_video_0008.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_219.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0008.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_220.mp4,480,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_221.mp4,260,6560,1312,TRUE,260,1080,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_222.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_223.mp4,120,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_224.mp4,280,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_225.mp4,20,,,TRUE,20,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_226.mp4,1460,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_227.mp4,40,,,TRUE,40,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_228.mp4,240,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_229.mp4,20,,,TRUE,20,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_230.mp4,420,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_231.mp4,80,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_232.mp4,120,,,TRUE,120,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_233.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_234.mp4,160,,,TRUE,160,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_235.mp4,80,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_236.mp4,600,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_237.mp4,20,,,TRUE,20,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_238.mp4,880,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_239.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_240.mp4,300,,,TRUE,300,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_241.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_242.mp4,80,,,TRUE,80,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_243.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_244.mp4,20,,,TRUE,20,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_245.mp4,60,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_246.mp4,20,,,TRUE,20,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_247.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_248.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_249.mp4,440,,,FALSE,0,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_250.mp4,20,,,TRUE,20,,,
FALSE,test/test_video_0009.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_251.mp4,600,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_252.mp4,200,8680,1736,FALSE,0,1620,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_253.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_254.mp4,640,,,TRUE,640,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_255.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_256.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_257.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_258.mp4,200,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_259.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_260.mp4,140,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_261.mp4,260,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_262.mp4,60,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_263.mp4,300,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_264.mp4,20,,,TRUE,20,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_265.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_266.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_267.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_268.mp4,460,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_269.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_270.mp4,80,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_271.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_272.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_273.mp4,640,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_274.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_275.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_276.mp4,60,,,TRUE,60,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_277.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_278.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_279.mp4,60,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_280.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_281.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_282.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_283.mp4,640,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_284.mp4,40,,,TRUE,40,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_285.mp4,300,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_286.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_287.mp4,200,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_288.mp4,40,,,TRUE,40,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_289.mp4,60,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_290.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_291.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_292.mp4,400,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_293.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_294.mp4,380,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_295.mp4,100,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_296.mp4,60,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_297.mp4,40,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_298.mp4,520,,,TRUE,520,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_299.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_300.mp4,240,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_301.mp4,40,,,TRUE,40,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_302.mp4,160,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_303.mp4,580,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_304.mp4,40,,,TRUE,40,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_305.mp4,100,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_306.mp4,160,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_307.mp4,100,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_308.mp4,40,,,TRUE,40,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_309.mp4,320,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_310.mp4,60,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_311.mp4,60,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_312.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_313.mp4,20,,,FALSE,0,,,
FALSE,test/test_video_0012.mp4,SurgVisDom_test_indicators,without_camera_motion/vid_314.mp4,180,,,TRUE,180,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_315.mp4,60,1240,248,FALSE,0,240,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_316.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_317.mp4,100,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_318.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_319.mp4,60,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_320.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_321.mp4,200,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_322.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_323.mp4,80,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_324.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_325.mp4,60,,,TRUE,60,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_326.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_327.mp4,120,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_328.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_329.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_330.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_331.mp4,60,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_332.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_333.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_334.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_335.mp4,140,,,TRUE,140,,,
FALSE,train_1/Porcine/Dissection/DS_0001.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_336.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_337.mp4,180,1840,368,TRUE,180,360,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_338.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_339.mp4,560,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_340.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_341.mp4,60,,,TRUE,60,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_342.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_343.mp4,100,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_344.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_345.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_346.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_347.mp4,140,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_348.mp4,120,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_349.mp4,60,,,TRUE,60,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_350.mp4,220,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_351.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_352.mp4,160,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_353.mp4,40,,,TRUE,40,,,
FALSE,train_1/Porcine/Dissection/DS_0002.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_354.mp4,60,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_355.mp4,140,2020,404,FALSE,0,380,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_356.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_357.mp4,60,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_358.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_359.mp4,140,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_360.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_361.mp4,40,,,TRUE,40,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_362.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_363.mp4,200,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_364.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_365.mp4,120,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_366.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_367.mp4,240,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_368.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_369.mp4,140,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_370.mp4,120,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_371.mp4,140,,,TRUE,140,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_372.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_373.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_374.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_375.mp4,60,,,TRUE,60,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_376.mp4,80,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_377.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_378.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_379.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_380.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_381.mp4,40,,,TRUE,40,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_382.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_383.mp4,60,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_384.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0003.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_385.mp4,60,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_386.mp4,200,840,168,FALSE,0,220,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_387.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_388.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_389.mp4,100,,,TRUE,100,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_390.mp4,120,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_391.mp4,100,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_392.mp4,60,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_393.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_394.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_395.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_396.mp4,120,,,TRUE,120,,,
FALSE,train_1/Porcine/Dissection/DS_0004.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_397.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_398.mp4,180,480,96,FALSE,0,100,,
FALSE,train_1/Porcine/Dissection/DS_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_399.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_400.mp4,100,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_401.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_402.mp4,40,,,TRUE,40,,,
FALSE,train_1/Porcine/Dissection/DS_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_403.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_404.mp4,80,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0005.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_405.mp4,20,,,TRUE,20,,,
FALSE,train_1/Porcine/Dissection/DS_0006.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_406.mp4,60,380,76,FALSE,0,60,,
FALSE,train_1/Porcine/Dissection/DS_0006.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_407.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0006.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_408.mp4,40,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0006.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_409.mp4,60,,,TRUE,60,,,
FALSE,train_1/Porcine/Dissection/DS_0006.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_410.mp4,180,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0007.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_411.mp4,140,3580,716,FALSE,0,2300,,
FALSE,train_1/Porcine/Dissection/DS_0007.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_412.mp4,1120,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0007.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_413.mp4,20,,,FALSE,0,,,
FALSE,train_1/Porcine/Dissection/DS_0007.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_414.mp4,2300,,,TRUE,2300,,,
FALSE,train_1/Porcine/Dissection/DS_0008.mp4,SurgVisDom_train_indicators,without_camera_motion/vid_415.mp4,1000,1040,208,FALSE,0,0,,
